image_id,label_id
3408,17 49 53 106 164 190 214 222 
3409,17 66 99 100 
3410,17 49 53 61 105 106 222 
3411,17 66 87 98 131 148 197 212 222 
3412,19 53 106 212 222 226 
3413,19 49 53 59 66 105 106 
3414,17 20 62 66 70 98 105 153 164 184 222 
3415,17 53 66 105 214 222 
3416,17 44 66 171 184 
3417,17 30 52 113 
3418,7 17 18 44 66 101 105 117 153 
3419,17 53 66 153 164 184 
3420,66 70 111 164 171 184 
3421,17 66 98 222 
3422,17 49 53 78 106 148 153 164 190 222 
3423,19 66 115 137 171 176 184 189 214 
3424,17 19 66 79 91 105 106 148 
3425,18 49 53 63 66 105 164 222 
3426,74 88 105 113 137 153 
3427,49 53 78 105 106 136 
3428,17 49 53 79 105 106 111 
3429,19 59 66 92 151 169 
3430,17 49 53 106 153 164 190 
3431,19 26 49 53 91 105 106 222 
3432,19 36 62 66 98 105 133 153 184 
3433,17 36 44 62 66 70 153 171 184 210 
3434,66 98 103 114 131 171 175 214 
3435,44 66 133 154 166 171 186 
3436,17 18 19 44 66 105 148 184 214 222 
3437,66 98 171 180 203 220 222 
3438,15 66 111 115 131 137 176 189 
3439,17 53 106 153 164 190 
3440,17 20 53 62 66 105 153 184 
3441,19 49 59 66 105 
3442,17 66 89 100 115 176 
3443,17 25 49 91 99 105 106 111 143 
3444,53 70 106 212 
3445,17 19 66 105 
3446,66 137 138 144 171 176 193 
3447,62 66 111 137 153 171 176 184 210 
3448,17 32 53 78 97 105 106 214 
3449,17 18 44 66 85 153 164 184 222 
3450,44 66 70 155 171 184 222 
3451,17 49 65 66 73 91 99 105 143 
3452,18 53 66 137 153 164 184 190 222 
3453,19 20 62 66 137 153 164 171 184 214 
3454,53 66 137 138 144 171 193 
3455,53 66 78 105 153 
3456,53 66 88 105 117 141 148 153 
3457,17 66 98 114 164 171 184 214 
3458,17 66 105 131 183 214 222 226 
3459,17 20 62 66 98 137 171 184 214 
3460,53 66 70 78 88 105 153 
3461,66 70 111 133 137 153 164 170 184 
3462,17 49 53 78 105 106 153 222 
3463,25 39 99 106 
3464,113 138 
3465,17 66 103 114 148 171 175 214 
3466,17 66 87 98 103 148 171 175 214 
3467,14 66 97 105 111 141 153 181 
3468,36 66 101 137 153 171 184 
3469,53 66 105 131 153 
3470,17 20 66 137 171 184 
3471,19 49 53 105 106 153 222 
3472,36 62 66 70 118 153 164 171 184 222 
3473,18 19 44 49 66 70 111 164 184 
3474,17 18 53 66 78 101 105 137 153 
3475,18 44 66 98 153 171 184 222 
3476,19 36 59 66 105 184 
3477,17 19 49 53 79 91 105 106 111 
3478,17 49 53 106 153 164 184 190 222 
3479,17 65 66 73 105 153 164 171 217 222 
3480,20 47 62 66 101 105 137 214 
3481,17 32 53 78 97 105 106 214 
3482,20 47 62 66 137 142 159 171 
3483,19 49 53 106 164 222 
3484,29 39 66 99 106 
3485,17 20 62 66 105 137 148 154 214 222 
3486,66 71 154 171 184 214 
3487,17 66 133 137 170 
3488,17 20 62 66 137 171 184 214 222 
3489,17 53 78 88 105 106 205 
3490,18 44 55 66 98 105 131 153 
3491,56 66 111 137 153 171 176 193 210 
3492,17 66 89 100 115 
3493,18 44 66 70 153 164 184 222 
3494,17 18 44 66 153 171 175 184 193 210 222 226 
3495,42 49 53 66 76 105 132 148 184 
3496,14 17 32 66 78 97 105 205 
3497,17 18 49 53 66 105 148 222 
3498,53 66 98 119 
3499,18 44 55 66 87 98 105 164 166 184 222 
3500,66 105 131 183 
3501,17 53 88 105 106 138 153 
3502,17 66 89 98 100 115 222 
3503,34 53 106 111 
3504,17 20 66 137 153 171 184 
3505,19 36 44 62 66 70 105 153 184 
3506,18 44 49 66 70 153 164 184 222 
3507,17 20 62 66 153 171 184 222 
3508,20 47 62 66 105 111 137 153 176 
3509,19 40 59 66 151 165 184 
3510,17 53 106 153 164 184 190 222 
3511,17 44 53 66 111 153 164 171 175 184 210 222 
3512,20 47 66 70 95 111 137 171 176 184 
3513,17 66 105 153 184 
3514,66 74 105 111 137 153 
3515,14 36 44 62 66 70 111 153 164 171 184 226 
3516,36 44 66 70 153 171 184 
3517,17 66 115 137 176 189 
3518,17 66 100 111 137 138 176 
3519,17 66 98 103 110 114 148 171 175 214 222 
3520,2 17 44 62 66 137 153 171 184 
3521,17 25 49 91 99 105 106 111 143 
3522,17 19 20 62 66 137 153 171 184 
3523,17 49 53 106 153 164 190 
3524,17 53 81 106 
3525,20 62 66 70 137 153 164 184 222 
3526,18 44 53 66 79 102 153 164 184 222 
3527,17 53 66 88 105 138 153 222 
3528,17 51 66 111 158 180 186 
3529,17 53 66 78 97 196 222 
3530,42 49 66 105 126 132 133 224 
3531,6 17 106 137 176 
3532,17 53 78 88 105 106 205 222 
3533,17 44 62 66 105 148 154 184 214 
3534,36 44 66 78 98 153 164 184 
3535,17 33 53 79 106 111 
3536,17 55 66 97 137 189 222 
3537,17 62 66 70 105 133 137 153 184 
3538,53 106 153 164 190 
3539,53 66 138 153 164 190 
3540,36 49 53 66 70 131 153 164 184 
3541,20 62 66 74 137 153 171 176 184 210 
3542,18 44 66 111 153 171 175 184 193 210 222 
3543,17 20 47 66 105 137 153 176 
3544,48 66 154 158 180 184 186 222 
3545,17 66 115 137 155 171 176 184 189 
3546,19 44 66 95 137 171 175 184 
3547,31 37 40 53 106 222 
3548,66 115 137 148 171 176 184 189 
3549,17 42 49 53 76 105 106 132 164 222 
3550,17 53 78 88 105 106 205 
3551,17 53 62 66 148 171 175 184 193 210 222 
3552,17 52 53 113 138 153 164 190 
3553,17 66 79 105 148 
3554,17 23 56 66 119 171 175 184 222 
3555,17 66 137 138 144 171 176 193 
3556,17 18 44 49 53 66 105 132 164 184 222 
3557,40 59 66 133 151 165 184 
3558,17 37 53 106 
3559,17 91 99 
3560,17 36 62 66 70 105 133 153 184 
3561,17 62 66 105 148 153 184 
3562,66 150 180 
3563,14 36 44 66 133 135 153 155 164 184 
3564,17 66 89 98 110 115 131 148 196 222 
3565,53 78 88 105 106 205 
3566,17 36 53 62 66 105 153 184 
3567,15 66 111 115 137 176 
3568,17 20 66 135 137 153 171 222 
3569,19 66 111 171 175 184 193 
3570,19 36 44 66 70 111 137 153 171 184 222 
3571,17 20 66 98 148 171 184 205 222 
3572,18 44 66 70 153 164 184 226 
3573,17 49 62 66 105 137 148 214 
3574,17 19 49 53 78 105 106 136 222 
3575,17 53 66 78 97 148 196 222 
3576,36 44 62 66 70 153 164 171 184 
3577,49 53 59 106 164 190 
3578,19 53 138 153 164 190 
3579,44 49 66 85 105 111 153 184 
3580,66 88 105 137 138 153 
3581,17 20 36 62 66 78 105 153 
3582,49 59 66 91 105 
3583,17 53 66 137 148 171 175 184 193 210 
3584,17 66 98 103 110 171 175 214 
3585,26 49 53 66 70 91 105 222 
3586,17 20 62 66 70 105 111 137 153 164 184 
3587,17 53 106 153 164 190 
3588,17 18 66 98 105 153 164 
3589,17 20 53 62 66 78 105 137 154 184 214 
3590,17 19 66 98 103 110 114 142 171 175 214 
3591,17 20 47 62 66 87 98 105 153 184 222 
3592,20 66 98 105 171 203 220 222 
3593,66 98 105 153 226 
3594,17 19 20 66 71 105 137 154 166 184 
3595,19 66 98 105 153 183 
3596,17 19 53 106 148 212 222 226 
3597,17 36 49 53 66 76 132 137 153 164 184 222 
3598,17 21 66 115 137 148 171 176 189 
3599,2 17 18 44 66 85 105 164 184 214 222 
3600,66 95 111 137 171 175 181 184 
3601,17 19 20 53 66 79 137 153 164 176 
3602,18 49 53 66 105 222 
3603,59 66 151 165 
3604,66 88 105 138 148 153 
3605,17 20 36 66 105 137 148 153 184 
3606,17 23 66 70 98 103 119 171 175 222 
3607,15 66 115 135 137 176 
3608,15 66 135 137 176 
3609,17 20 47 66 180 186 
3610,17 20 62 66 98 105 148 164 184 214 
3611,17 19 66 98 103 110 114 115 171 175 214 222 226 
3612,49 53 67 79 105 132 148 
3613,11 53 66 153 164 184 190 222 
3614,17 53 66 78 88 105 141 153 222 
3615,52 105 113 164 222 
3616,17 53 78 105 106 111 205 
3617,15 66 135 137 176 
3618,15 66 135 137 176 
3619,36 53 62 66 70 137 153 164 184 
3620,36 53 66 105 132 137 184 
3621,11 17 53 66 78 97 105 166 222 
3622,17 19 66 98 103 114 131 148 158 171 175 214 
3623,17 20 53 62 66 105 137 148 154 214 
3624,17 20 47 66 105 137 176 214 222 
3625,17 18 44 62 66 98 105 153 164 184 
3626,17 66 75 105 111 137 153 
3627,17 49 53 78 105 106 214 222 
3628,53 74 88 105 111 137 138 153 
3629,49 53 61 105 106 111 222 
3630,17 20 36 53 62 66 105 153 
3631,17 53 66 87 153 164 190 222 
3632,66 98 111 131 180 184 
3633,17 20 62 66 99 105 153 
3634,17 20 47 62 66 98 105 153 
3635,17 20 44 62 66 98 105 153 184 
3636,18 44 49 53 66 105 164 181 184 222 
3637,17 49 91 99 105 106 111 183 
3638,17 44 62 66 105 137 148 184 222 
3639,4 17 93 106 137 153 164 176 
3640,17 18 53 66 105 116 137 166 222 
3641,49 53 76 105 106 132 148 153 
3642,62 66 111 137 153 171 176 184 210 
3643,17 52 67 105 113 121 134 153 222 228 
3644,49 53 105 106 111 
3645,17 66 87 98 103 164 171 175 184 
3646,17 20 66 137 148 154 166 171 176 
3647,49 53 61 105 106 222 
3648,17 62 66 98 105 164 184 214 222 
3649,17 36 62 66 105 133 153 184 222 
3650,17 66 115 137 171 176 189 222 
3651,17 53 105 106 183 214 222 
3652,17 53 66 105 153 184 
3653,22 25 66 73 99 182 
3654,17 66 98 103 171 175 214 
3655,17 44 53 66 153 164 184 222 
3656,17 53 66 105 214 222 
3657,19 53 66 105 135 153 184 
3658,17 52 66 105 178 
3659,19 44 66 71 98 133 171 184 
3660,19 44 66 111 133 171 184 203 
3661,17 19 62 66 95 116 137 155 164 180 184 
3662,15 66 111 115 131 137 176 184 189 198 
3663,51 66 148 158 180 186 
3664,17 66 137 171 176 184 189 222 
3665,19 40 53 66 165 184 222 
3666,17 62 66 70 133 137 153 171 184 222 
3667,18 19 44 66 171 175 184 193 210 
3668,17 20 66 105 110 135 137 153 
3669,17 52 66 98 105 133 155 164 184 222 
3670,14 17 19 32 66 75 97 105 
3671,36 53 66 70 137 153 164 184 222 
3672,49 59 66 91 105 184 
3673,17 66 105 224 
3674,19 59 66 92 151 
3675,17 19 49 66 105 126 148 200 224 
3676,20 62 66 142 153 164 171 178 184 
3677,17 20 62 66 105 137 176 214 
3678,17 49 53 79 91 105 106 111 
3679,17 53 66 78 105 153 
3680,17 21 66 137 176 189 
3681,17 20 47 66 99 105 148 153 
3682,17 66 98 114 142 158 167 171 175 214 
3683,62 66 98 153 164 166 184 222 
3684,17 62 66 137 171 175 184 222 
3685,17 18 66 98 105 214 222 
3686,17 36 53 62 66 105 137 153 184 222 
3687,53 78 106 185 
3688,17 18 44 49 66 105 137 184 214 222 
3689,17 62 66 98 133 171 184 214 222 
3690,66 105 183 214 222 
3691,17 18 66 98 105 153 
3692,17 44 62 66 105 135 153 164 184 222 
3693,14 17 66 119 123 180 
3694,40 53 106 
3695,7 66 131 171 175 184 193 
3696,7 17 53 56 66 137 171 175 184 193 210 217 222 
3697,17 66 98 114 152 158 167 175 214 222 
3698,17 18 44 66 105 148 184 214 
3699,44 66 117 154 171 186 
3700,53 66 98 197 212 222 
3701,17 20 66 98 105 153 184 
3702,17 66 100 137 148 
3703,62 66 72 131 137 171 184 
3704,4 17 19 93 105 106 137 153 
3705,19 36 53 66 102 153 164 184 
3706,36 44 62 66 70 111 153 171 184 210 226 
3707,7 17 20 62 66 105 
3708,17 66 70 137 
3709,17 19 66 98 103 110 114 171 175 214 222 
3710,17 20 47 66 137 154 171 214 
3711,17 62 66 105 133 135 137 148 184 222 
3712,17 66 88 105 137 138 153 
3713,79 97 105 106 141 148 153 181 224 
3714,20 44 66 71 98 105 131 133 153 164 171 184 
3715,17 49 91 99 105 106 126 183 224 
3716,19 59 66 
3717,17 49 53 61 105 106 222 
3718,19 29 39 99 106 
3719,78 88 105 106 205 
3720,19 36 44 66 105 133 154 171 184 214 
3721,32 66 78 97 105 224 
3722,17 49 91 99 105 106 111 143 
3723,66 98 131 171 175 184 193 210 217 
3724,19 53 105 106 153 
3725,17 20 66 95 137 171 184 214 
3726,17 44 66 95 110 137 153 164 184 
3727,20 47 66 98 122 137 153 171 222 
3728,17 18 44 66 85 105 110 153 160 164 184 
3729,14 17 20 62 66 70 98 153 164 171 184 
3730,17 20 47 62 66 98 137 148 171 180 184 222 
3731,19 36 62 66 111 137 164 171 184 214 
3732,53 66 138 153 164 184 190 222 
3733,17 18 44 49 53 66 164 184 222 
3734,19 40 59 66 151 165 184 
3735,66 137 164 171 184 188 214 222 226 
3736,17 49 91 105 106 226 
3737,17 19 52 66 148 171 184 
3738,19 40 59 66 151 165 
3739,17 44 62 66 110 153 164 184 
3740,17 66 98 99 100 
3741,62 66 70 111 137 180 184 226 
3742,106 115 176 187 
3743,17 66 133 170 184 
3744,66 137 171 176 189 
3745,53 66 78 88 105 138 153 
3746,19 20 62 66 105 137 153 184 
3747,17 19 56 66 98 110 119 171 175 
3748,56 66 70 111 137 171 175 184 222 
3749,17 18 53 66 78 105 137 164 184 214 222 
3750,17 52 66 105 181 222 
3751,28 34 53 79 106 111 
3752,17 66 87 98 103 110 171 175 214 
3753,20 47 62 66 111 137 164 171 176 184 
3754,44 62 66 116 131 133 155 164 171 180 184 222 
3755,25 51 66 99 111 158 180 
3756,17 53 106 138 153 164 190 
3757,49 53 61 105 106 222 
3758,19 40 53 102 106 
3759,66 101 137 176 197 
3760,17 49 105 106 222 226 
3761,6 17 66 137 176 
3762,66 133 137 170 176 
3763,53 66 138 153 164 184 190 222 
3764,17 53 79 91 105 106 111 205 
3765,17 66 70 98 103 110 114 171 175 
3766,17 18 19 44 66 105 184 214 222 
3767,17 65 66 73 105 222 
3768,19 20 62 66 137 164 171 184 214 
3769,17 53 60 106 137 185 222 
3770,53 66 70 164 184 222 
3771,17 19 53 81 106 185 
3772,17 59 92 106 111 151 
3773,19 49 59 66 91 105 
3774,19 66 100 111 137 138 176 
3775,10 17 66 98 180 202 222 
3776,14 17 32 66 75 97 105 153 222 
3777,66 88 105 138 153 
3778,7 17 53 66 137 171 175 193 222 
3779,19 36 62 66 75 79 111 137 153 171 184 226 
3780,17 65 66 73 105 
3781,17 53 66 95 137 164 181 184 222 
3782,19 49 59 91 105 106 
3783,44 66 133 154 171 180 184 186 
3784,20 44 66 131 171 184 
3785,53 66 98 212 222 
3786,53 66 138 153 164 184 190 222 
3787,17 19 66 131 137 142 148 176 222 227 
3788,17 20 47 62 66 98 105 153 184 222 
3789,34 40 53 79 106 111 
3790,17 66 79 100 111 137 176 222 
3791,17 66 89 98 103 110 115 171 175 
3792,17 20 53 62 66 105 137 153 176 181 184 222 
3793,17 26 49 53 91 105 106 143 205 
3794,14 17 21 51 66 115 176 
3795,17 18 53 66 105 148 153 181 
3796,15 66 135 137 176 
3797,17 66 99 100 148 
3798,17 37 50 53 79 106 111 
3799,17 49 53 106 138 153 164 190 
3800,15 17 66 111 115 137 176 189 
3801,17 49 53 105 106 222 
3802,17 20 53 62 66 105 137 148 176 184 214 
3803,18 53 66 98 153 164 184 222 
3804,17 66 98 103 114 142 171 175 214 
3805,15 66 135 137 176 
3806,36 44 66 70 133 153 164 184 
3807,62 66 98 105 116 184 222 
3808,17 20 53 62 66 78 105 137 154 184 214 
3809,17 66 70 105 111 183 222 
3810,17 65 66 73 105 222 
3811,17 19 20 47 62 66 98 171 184 222 
3812,5 105 106 153 176 
3813,17 19 53 66 131 137 142 148 153 164 184 222 
3814,66 70 111 137 138 184 
3815,66 70 98 119 
3816,11 53 66 153 164 184 190 222 
3817,66 114 131 158 164 167 171 175 184 
3818,53 66 79 105 137 184 
3819,36 53 66 78 102 153 164 184 
3820,17 53 66 78 100 109 
3821,17 105 106 183 214 
3822,44 62 66 98 171 184 205 222 
3823,52 66 164 171 210 
3824,66 
3825,17 53 66 88 105 153 222 
3826,17 20 62 66 105 131 153 184 
3827,66 78 97 105 141 153 
3828,17 20 62 66 98 105 154 166 184 
3829,17 20 47 62 66 171 180 
3830,17 66 87 98 103 110 171 175 222 
3831,17 20 44 62 66 153 164 171 184 
3832,17 20 21 66 98 105 137 148 153 
3833,15 66 135 137 176 
3834,18 44 66 85 105 153 164 184 222 
3835,17 36 44 66 70 111 153 171 184 
3836,19 49 53 61 105 106 131 222 226 
3837,14 17 19 66 97 105 222 
3838,17 66 98 100 222 
3839,17 91 105 106 126 224 
3840,19 66 70 95 137 153 164 184 
3841,2 17 20 47 62 66 122 154 171 180 184 
3842,49 66 105 
3843,20 66 78 95 137 171 184 
3844,14 17 53 66 115 119 176 222 
3845,17 49 53 105 106 222 
3846,17 62 66 70 98 133 137 153 171 184 222 
3847,14 66 97 105 131 141 153 226 
3848,17 19 53 106 212 222 
3849,17 53 66 78 171 175 184 193 210 222 
3850,14 17 66 115 212 
3851,8 19 59 63 66 151 
3852,17 36 62 66 105 133 153 184 
3853,66 98 171 175 184 193 210 217 222 
3854,17 66 98 131 142 148 197 212 222 
3855,66 70 105 111 137 183 222 
3856,17 53 97 105 106 141 153 
3857,17 53 66 98 131 196 222 
3858,18 44 49 66 82 135 137 153 171 184 193 222 
3859,37 53 66 102 106 
3860,17 18 44 49 53 66 76 132 164 181 184 222 
3861,18 44 66 140 153 164 184 226 
3862,6 17 19 106 137 148 176 222 
3863,17 66 100 
3864,17 18 44 66 105 184 214 222 
3865,48 66 139 142 180 186 203 
3866,17 49 78 105 106 126 224 
3867,49 53 79 106 136 164 
3868,17 20 62 66 78 97 105 148 205 
3869,4 93 106 137 153 164 176 
3870,49 53 61 78 105 106 
3871,17 20 36 62 66 105 133 153 184 
3872,18 53 66 111 137 153 164 184 190 222 
3873,15 66 111 115 137 176 181 189 222 
3874,44 49 66 70 105 111 138 153 
3875,17 37 59 66 169 222 
3876,53 105 106 111 138 153 190 
3877,7 17 66 98 171 175 193 222 
3878,18 19 49 53 66 102 105 
3879,20 53 66 78 95 137 171 184 214 
3880,20 66 111 131 137 142 176 184 
3881,17 66 98 103 110 114 171 175 214 222 
3882,17 66 98 171 184 193 222 
3883,17 22 66 73 99 
3884,66 114 121 131 158 164 167 175 214 
3885,15 66 135 137 176 
3886,17 53 66 153 164 184 190 222 
3887,18 53 66 79 105 137 153 194 
3888,62 66 101 137 153 171 184 
3889,17 19 106 115 148 176 222 
3890,17 19 44 66 133 170 184 
3891,66 137 138 144 171 176 193 
3892,17 53 97 105 106 214 
3893,36 44 62 66 70 111 137 153 171 184 226 
3894,17 19 20 53 62 66 79 137 153 164 
3895,17 78 88 91 105 106 205 
3896,49 53 106 153 164 190 222 
3897,19 49 105 106 183 214 
3898,17 20 66 98 105 184 214 222 
3899,17 18 53 66 98 153 164 184 190 222 
3900,49 53 61 105 106 164 222 
3901,19 66 111 137 171 176 184 189 214 
3902,17 36 53 62 66 79 105 133 153 184 226 
3903,17 66 98 103 114 164 171 175 184 214 222 
3904,17 36 53 62 66 78 79 105 133 153 
3905,17 53 106 185 
3906,17 18 53 66 79 105 153 166 222 
3907,51 66 111 158 180 186 
3908,19 59 66 95 151 184 
3909,17 66 105 126 153 222 224 226 
3910,17 18 66 128 137 153 155 164 171 222 
3911,17 49 91 99 105 106 111 
3912,15 66 135 137 176 
3913,7 17 18 53 66 87 153 164 184 190 222 
3914,17 49 53 91 105 106 111 205 
3915,11 18 44 66 105 111 153 164 166 184 
3916,53 66 131 137 171 184 193 210 
3917,17 20 53 62 66 105 137 184 
3918,49 53 105 106 136 222 
3919,17 53 66 105 153 184 
3920,17 51 66 99 180 
3921,17 20 53 62 66 76 90 132 137 153 164 184 222 
3922,53 106 212 
3923,17 53 78 105 106 205 
3924,17 66 100 
3925,36 44 62 66 137 153 171 184 222 226 
3926,17 19 66 98 103 110 114 148 171 175 214 
3927,17 53 106 138 153 164 190 
3928,17 25 49 66 91 99 105 106 
3929,53 66 70 88 105 111 138 153 222 
3930,17 53 66 88 105 141 153 222 
3931,17 66 100 110 137 227 
3932,14 17 44 62 66 98 105 131 133 153 184 
3933,17 49 91 99 105 106 111 
3934,17 49 78 105 106 126 224 
3935,15 66 135 137 176 
3936,17 31 66 100 
3937,17 66 88 105 137 138 153 
3938,17 49 53 105 106 222 
3939,17 53 106 138 153 164 190 
3940,17 66 98 103 110 114 171 175 184 
3941,32 44 66 97 101 105 
3942,53 56 66 78 153 164 184 190 
3943,17 
3944,53 66 119 131 135 
3945,17 66 98 103 110 114 171 175 214 
3946,66 88 105 137 138 153 
3947,15 66 135 137 176 181 
3948,18 44 49 53 66 105 222 
3949,17 53 62 66 78 116 155 164 166 184 222 
3950,42 49 53 66 76 105 132 
3951,17 19 20 66 98 171 184 205 
3952,14 66 97 105 111 117 148 153 181 
3953,17 37 53 106 
3954,19 36 49 59 66 133 171 184 
3955,17 66 73 105 148 224 
3956,17 66 87 98 103 110 171 175 
3957,18 19 55 66 98 105 153 
3958,17 18 44 66 70 98 105 153 164 184 222 
3959,17 21 66 98 103 171 175 214 
3960,17 53 105 106 111 137 153 
3961,18 44 66 85 148 153 164 184 
3962,17 53 106 138 153 164 181 190 222 
3963,17 20 62 66 98 105 133 137 153 184 214 
3964,17 19 49 66 105 126 200 205 224 
3965,17 66 111 133 155 170 203 206 222 
3966,17 66 97 133 153 171 184 222 
3967,66 75 100 111 138 176 
3968,36 44 62 66 70 111 131 171 175 178 184 222 
3969,17 44 66 137 171 175 184 193 214 222 
3970,17 18 44 49 66 153 171 184 222 226 
3971,66 98 101 103 114 171 175 214 
3972,53 66 153 164 190 210 
3973,17 20 47 66 99 103 124 171 214 
3974,17 19 32 66 97 105 148 181 
3975,17 43 66 97 105 141 153 
3976,15 66 72 137 176 180 184 
3977,17 19 66 98 114 131 142 152 158 167 175 214 222 
3978,40 59 66 151 165 
3979,19 36 44 66 135 137 153 171 184 
3980,49 66 78 171 184 217 224 
3981,15 66 135 137 176 228 
3982,19 49 59 66 91 105 
3983,17 53 56 66 78 105 137 153 
3984,20 44 66 71 148 154 171 180 184 186 
3985,36 44 62 66 131 133 164 166 171 184 
3986,20 66 71 79 137 171 184 214 
3987,19 66 79 111 114 171 175 184 214 
3988,17 66 88 105 138 153 
3989,17 19 66 137 171 175 184 222 
3990,15 17 66 111 115 137 176 189 
3991,66 97 105 141 153 222 
3992,17 66 70 96 158 214 
3993,53 106 111 137 153 171 193 210 217 
3994,17 66 98 103 110 114 171 175 214 
3995,19 53 66 97 105 153 181 
3996,53 66 153 164 184 190 222 
3997,17 53 66 75 111 
3998,17 66 103 111 131 137 171 176 180 222 
3999,19 36 66 111 142 153 164 167 184 226 
4000,66 88 105 137 138 153 
4001,17 19 26 49 53 65 66 73 91 105 143 222 
4002,17 20 47 66 137 154 164 171 184 214 222 
4003,17 30 79 
4004,17 53 66 171 175 184 193 210 217 222 
4005,66 105 111 184 
4006,49 53 101 106 136 164 
4007,53 56 66 78 137 153 164 171 184 190 
4008,17 26 53 66 91 105 106 143 222 226 
4009,52 67 79 105 113 153 
4010,17 56 66 98 171 175 222 
4011,7 66 70 95 111 137 171 175 184 214 
4012,19 49 59 105 106 
4013,17 62 66 117 133 137 171 184 
4014,36 53 62 66 78 105 133 153 184 
4015,17 66 98 103 110 114 148 171 175 214 
4016,19 49 53 61 105 106 
4017,14 53 66 109 131 
4018,19 59 66 92 106 151 
4019,17 36 44 62 66 98 105 133 153 184 
4020,78 97 105 106 214 
4021,19 59 66 92 151 169 
4022,15 66 135 137 176 
4023,17 49 53 105 106 205 
4024,44 66 148 171 184 222 
4025,40 59 66 111 165 180 
4026,14 17 66 119 180 
4027,11 18 44 66 105 153 164 166 184 
4028,14 66 97 105 141 153 222 
4029,17 62 66 114 158 171 175 184 214 
4030,17 53 105 106 138 153 164 190 
4031,17 49 65 66 73 105 131 143 222 
4032,18 44 66 153 171 175 184 193 210 
4033,17 66 111 133 155 170 203 206 222 
4034,17 19 49 53 61 105 106 222 
4035,17 19 49 53 78 106 136 148 164 222 
4036,52 58 66 72 105 148 
4037,18 44 49 53 66 105 184 222 
4038,17 20 62 66 98 105 184 222 
4039,20 62 66 98 153 164 184 222 
4040,17 20 62 66 105 137 153 164 176 184 
4041,17 20 66 137 148 153 171 176 184 
4042,4 17 53 66 105 137 153 222 
4043,36 53 62 66 111 133 137 153 164 171 184 222 
4044,19 40 70 106 111 137 184 222 
4045,17 19 53 66 78 181 196 222 
4046,20 62 66 105 111 137 153 184 
4047,17 66 89 98 110 115 176 
4048,17 66 89 98 110 115 196 
4049,17 18 44 66 79 171 175 184 193 210 
4050,19 32 53 66 105 153 222 226 
4051,14 40 53 106 111 
4052,2 44 66 71 131 150 154 166 171 186 
4053,17 19 20 53 62 66 137 153 171 184 
4054,15 17 66 135 137 176 
4055,17 62 66 137 171 184 222 
4056,49 53 61 79 105 106 131 222 
4057,17 19 53 66 78 105 131 142 148 153 195 
4058,17 66 154 171 184 214 
4059,19 53 106 176 
4060,14 17 66 97 105 131 141 142 148 153 222 
4061,17 19 53 106 115 148 176 212 222 
4062,18 19 44 66 70 85 111 153 171 175 184 193 210 
4063,17 20 36 62 66 98 137 153 164 171 184 
4064,2 17 62 66 85 137 153 171 184 210 222 
4065,36 53 66 102 105 148 153 
4066,66 88 105 137 138 153 
4067,53 88 105 153 
4068,17 66 98 103 110 114 148 171 175 214 222 
4069,66 111 137 176 189 226 
4070,17 20 47 62 66 101 137 171 184 214 
4071,66 100 111 137 138 176 
4072,17 66 78 88 105 131 205 
4073,19 67 113 131 148 152 222 
4074,7 66 79 105 137 184 222 
4075,19 49 53 61 105 106 132 
4076,53 66 109 210 
4077,14 19 53 66 79 109 131 142 212 226 
4078,36 53 66 111 137 153 164 181 184 
4079,49 53 106 138 153 164 190 
4080,19 36 53 66 102 153 164 184 
4081,20 62 66 70 116 137 155 164 180 184 
4082,4 17 66 79 117 137 148 171 176 227 
4083,36 44 66 131 153 164 171 184 210 
4084,17 19 66 78 79 98 105 148 214 222 
4085,17 19 21 66 98 103 110 142 148 175 214 
4086,19 44 66 98 105 164 184 188 214 222 
4087,28 53 66 78 137 164 184 214 
4088,17 19 20 62 66 137 148 154 171 175 184 214 
4089,17 66 115 137 171 176 189 
4090,17 20 66 154 166 171 
4091,17 18 19 49 66 78 137 148 164 214 
4092,15 17 66 111 115 137 176 189 222 
4093,17 53 78 81 106 148 
4094,17 21 66 111 137 171 184 
4095,17 19 20 62 66 105 137 154 184 214 
4096,17 19 59 66 100 137 138 176 
4097,14 17 55 66 97 115 137 176 189 222 
4098,17 19 66 105 116 148 155 175 222 
4099,52 79 105 113 
4100,52 58 66 142 148 159 
4101,17 66 100 227 
4102,17 19 26 49 53 91 105 106 143 222 
4103,17 33 53 78 79 106 111 
4104,17 19 20 62 66 79 105 148 214 216 
4105,17 36 44 62 66 85 153 171 184 210 222 
4106,17 19 34 53 79 106 111 
4107,17 49 53 78 106 153 164 190 222 
4108,28 34 53 79 106 111 
4109,44 66 71 148 154 171 180 186 
4110,17 25 44 62 66 101 171 184 214 
4111,66 111 115 137 148 155 176 180 184 189 
4112,18 44 49 53 66 148 164 184 222 
4113,17 18 44 53 66 78 105 116 155 164 184 222 
4114,18 19 44 66 153 164 184 
4115,19 42 49 53 76 106 132 164 
4116,17 51 66 115 171 176 177 
4117,17 20 53 62 66 105 137 171 184 
4118,17 19 62 66 133 137 148 153 171 222 
4119,17 19 66 154 171 184 194 214 
4120,17 49 53 61 106 164 222 
4121,17 19 26 49 53 65 66 73 105 143 148 
4122,17 19 53 62 66 133 137 148 164 181 218 
4123,11 53 66 72 105 138 153 164 184 222 
4124,14 32 55 66 79 87 97 98 105 153 222 
